,Release Date,Season,Episode,Episode Title,Name,Sentence,House,Sentences_Clean,Num_Words,Tokenized_Sentence,Tokenized_No_Stop,Stemmed_Sentence,Stemmed_Sentence_Non_Token,Sentiment,Sentiment_Compound_Score,Lannister_Word_Score,Stark_Word_Score,Targaryen_Word_Score,Mormont_Word_Score
6735,5/27/2012,Season 2,Episode 9,Blackwater,cersei lannister,"I will keep you safe, my love. I promise you.",House Lannister, i will keep you safe my love i promise you,10,"['i', 'will', 'keep', 'you', 'safe', 'my', 'love', 'i', 'promise', 'you']","['keep', 'safe', 'love', 'promise']","['keep', 'safe', 'love', 'promise']", keep safe love promise,"{'neg': 0.0, 'neu': 0.096, 'pos': 0.904, 'compound': 0.8555}",0.8555,0.0002605674580196873,0.0002456761006289308,0.0009129640900791235,0.0
5741,5/13/2012,Season 2,Episode 7,A Man Without Honor,daenerys targaryen,"We can't find her. She must be dead, too. I led my people out of the Red Waste and into the slaughterhouse.",House Targaryen, we cannot find her she must be dead too i led my people out of the red waste and into the slaughterhouse,22,"['we', 'cannot', 'find', 'her', 'she', 'must', 'be', 'dead', 'too', 'i', 'led', 'my', 'people', 'out', 'of', 'the', 'red', 'waste', 'and', 'into', 'the', 'slaughterhouse']","['cannot', 'find', 'must', 'dead', 'led', 'people', 'red', 'waste', 'slaughterhouse']","['cannot', 'find', 'must', 'dead', 'led', 'people', 'red', 'waste', 'slaughterhouse']", cannot find must dead led people red waste slaughterhouse,"{'neg': 0.211, 'neu': 0.529, 'pos': 0.26, 'compound': 0.1635}",0.1635,0.00019301293186643504,0.0006660552061495458,0.0006424562115371611,0.0009159444796730782
7070,6/3/2012,Season 2,Episode 10,Valar Morghulis,doreah,Please! Please!,House Targaryen, please please,2,"['please', 'please']","['please', 'please']","['please', 'please']", please please,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5574}",0.5574,0.0,0.0015723270440251573,0.0015216068167985392,0.0
5024,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,bran stark,I know. It's just a stupid dream.,House Stark, i know it is just a stupid dream,8,"['i', 'know', 'it', 'is', 'just', 'a', 'stupid', 'dream']","['know', 'stupid', 'dream']","['know', 'stupid', 'dream']", know stupid dream,"{'neg': 0.531, 'neu': 0.156, 'pos': 0.312, 'compound': -0.34}",-0.34,0.0007720517274657402,0.001572327044025157,0.0014201663623453033,0.0006341154090044388
4236,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,tyrion lannister,"Yes, I fear so. Sorry about that, too.",House Lannister, yes i fear so sorry about that too,8,"['yes', 'i', 'fear', 'so', 'sorry', 'about', 'that', 'too']","['yes', 'fear', 'sorry']","['yes', 'fear', 'sorry']", yes fear sorry,"{'neg': 0.625, 'neu': 0.0, 'pos': 0.375, 'compound': -0.2023}",-0.2023,0.0009264620729588882,0.0004913522012578616,0.0008115236356258876,0.0
4268,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,tyrion lannister,Get him out of my sight. Throw him in one of the black cells.,House Lannister, get him out of my sight throw him in one of the black cells,14,"['get', 'him', 'out', 'of', 'my', 'sight', 'throw', 'him', 'in', 'one', 'of', 'the', 'black', 'cells']","['get', 'sight', 'throw', 'one', 'black', 'cells']","['get', 'sight', 'throw', 'one', 'black', 'cell']", get sight throw one black cell,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0006948465547191662,0.0011137316561844865,0.0007100831811726517,0.0005284295075036991
6114,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,Do you have to do that here?,House Lannister, do you have to do that here,7,"['do', 'you', 'have', 'to', 'do', 'that', 'here']",[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
3343,4/1/2012,Season 2,Episode 1,The North Remembers,jorah mormont,Give it here.,House Mormont, give it here,3,"['give', 'it', 'here']",['give'],['give'], give,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0010422698320787492,0.0011792452830188679,0.0,0.0
4950,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,jorah mormont,"Malakko says the statue is too heavy to carry. Kovarro says that Malakko is an idiot. They can pry out the gems, the rest is pure gold. Very soft. He can chop off as much as we can carry.",House Mormont, malakko says the statue is too heavy to carry kovarro says that malakko is an idiot they can pry out the gems the rest is pure gold very soft he can chop off as much as we can carry,39,"['malakko', 'says', 'the', 'statue', 'is', 'too', 'heavy', 'to', 'carry', 'kovarro', 'says', 'that', 'malakko', 'is', 'an', 'idiot', 'they', 'can', 'pry', 'out', 'the', 'gems', 'the', 'rest', 'is', 'pure', 'gold', 'very', 'soft', 'he', 'can', 'chop', 'off', 'as', 'much', 'as', 'we', 'can', 'carry']","['malakko', 'says', 'statue', 'heavy', 'carry', 'kovarro', 'says', 'malakko', 'idiot', 'pry', 'gems', 'rest', 'pure', 'gold', 'soft', 'chop', 'much', 'carry']","['malakko', 'say', 'statue', 'heavy', 'carry', 'kovarro', 'say', 'malakko', 'idiot', 'pry', 'gem', 'rest', 'pure', 'gold', 'soft', 'chop', 'much', 'carry']", malakko say statue heavy carry kovarro say malakko idiot pry gem rest pure gold soft chop much carry,"{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.5106}",-0.5106,0.0003731583349417744,0.0002074598183088749,0.0002028809089064719,0.0002818290706686395
4217,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,tyrion lannister,That's why we need to seduce them. We're going to need their support in the war your son started.,House Lannister, that is why we need to seduce them we are going to need their support in the war your son started,21,"['that', 'is', 'why', 'we', 'need', 'to', 'seduce', 'them', 'we', 'are', 'going', 'to', 'need', 'their', 'support', 'in', 'the', 'war', 'your', 'son', 'started']","['need', 'seduce', 'going', 'need', 'support', 'war', 'son', 'started']","['need', 'seduce', 'going', 'need', 'support', 'war', 'son', 'started']", need seduce going need support war son started,"{'neg': 0.31, 'neu': 0.476, 'pos': 0.214, 'compound': -0.296}",-0.296,0.00039085118702953097,0.0004176493710691824,0.0006466828971393793,0.0011097019657577679
6203,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,"Thank you, Podrick.",House Lannister, thank you podrick,3,"['thank', 'you', 'podrick']","['thank', 'podrick']","['thank', 'podrick']", thank podrick,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,0.0,0.0,0.0,0.0
7007,6/3/2012,Season 2,Episode 10,Valar Morghulis,bran stark,"Osha, what are you doing?",House Stark, osha what are you doing,5,"['osha', 'what', 'are', 'you', 'doing']",['osha'],['osha'], osha,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
3479,4/1/2012,Season 2,Episode 1,The North Remembers,robb stark,Men who fought my father.,House Stark, men who fought my father,5,"['men', 'who', 'fought', 'my', 'father']","['men', 'fought', 'father']","['men', 'fought', 'father']", men fought father,"{'neg': 0.535, 'neu': 0.465, 'pos': 0.0, 'compound': -0.3182}",-0.3182,0.0018529241459177765,0.002161949685534591,0.002028809089064719,0.0016909744240118367
6299,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,arya stark,Shut up. Stay here if you're afraid.,House Stark, shut up stay here if you are afraid,8,"['shut', 'up', 'stay', 'here', 'if', 'you', 'are', 'afraid']","['shut', 'stay', 'afraid']","['shut', 'stay', 'afraid']", shut stay afraid,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0004057618178129438,0.0
5692,5/13/2012,Season 2,Episode 7,A Man Without Honor,robb stark,Is there room for Ser Alton?,House Stark, is there room for ser alton,6,"['is', 'there', 'room', 'for', 'ser', 'alton']","['room', 'ser', 'alton']","['room', 'ser', 'alton']", room ser alton,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0005018336228527311,0.0006551362683438155,0.0007100831811726517,0.0
6370,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,jorah mormont,"Until my last breath, I will remember. After I have forgotten my mother's face.",House Mormont, until my last breath i will remember after i have forgotten my mothers face,14,"['until', 'my', 'last', 'breath', 'i', 'will', 'remember', 'after', 'i', 'have', 'forgotten', 'my', 'mothers', 'face']","['last', 'breath', 'remember', 'forgotten', 'mothers', 'face']","['last', 'breath', 'remember', 'forgotten', 'mother', 'face']", last breath remember forgotten mother face,"{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.2263}",-0.2263,0.00042462845010615707,0.00022929769392033541,0.0002536011361330899,0.0
6282,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,talisa,"When I was twelve, my mother and father went to a wedding. Weddings in Volantis last for days, you know. And they left me with my little brother. The second afternoon they were gone was the hottest day in the three-year summer. We couldn't bear to be inside, so we ran down to the Rhoyne. Every child in Volantis was in the Rhoyne that day. The rich, the poor, we were all there. Naked, screaming, racing to the little islands. Drummers were playing for coppers on the east bank. I was treading water, talking to a friend, when I realized I hadn't seen my brother. I called his name. Then I started screaming his name. And then I saw him floating face down. My heart just stopped. I was I dragged him from the water. My friend helped me, I think. I don't even remember. He was so little. Then we pulled him onto the riverbank. And I screamed at him and I shook him. And he was dead. Just dead. A man ran over. He had a fish tattoo on his face. In Volantis, the slaves have tattoos. So you know what they are without having to talk to them. And this man worked on a fishing boat. And he pushed me out of the way. You have to understand, for a slave to push a highborn girl, that's death for the man, a terrible death. But he pushed me out of the way, and he started pressing on my brother's chest again and again and again, until my brother spat out half of the Rhoyne and cried out. And the man cradled his head and told him to be calm. I decided two things that day. I would not waste my years planning dances and masquerades with the other noble ladies. And when I came of age, I would never live in a slave city again. I'm sorry, Your Grace. You told me of your problems and I've blathered on.",House Stark, when i was twelve my mother and father went to a wedding weddings in volantis last for days you know and they left me with my little brother the second afternoon they were gone was the hottest day in the threeyear summer we could not bear to be inside so we ran down to the rhoyne every child in volantis was in the rhoyne that day the rich the poor we were all there naked screaming racing to the little islands drummers were playing for coppers on the east bank i was treading water talking to a friend when i realized i had not seen my brother i called his name then i started screaming his name and then i saw him floating face down my heart just stopped i was i dragged him from the water my friend helped me i think i do not even remember he was so little then we pulled him onto the riverbank and i screamed at him and i shook him and he was dead just dead a man ran over he had a fish tattoo on his face in volantis the slaves have tattoos so you know what they are without having to talk to them and this man worked on a fishing boat and he pushed me out of the way you have to understand for a slave to push a highborn girl that is death for the man a terrible death but he pushed me out of the way and he started pressing on my brothers chest again and again and again until my brother spat out half of the rhoyne and cried out and the man cradled his head and told him to be calm i decided two things that day i would not waste my years planning dances and masquerades with the other noble ladies and when i came of age i would never live in a slave city again i am sorry your grace you told me of your problems and i have blathered on,338,"['when', 'i', 'was', 'twelve', 'my', 'mother', 'and', 'father', 'went', 'to', 'a', 'wedding', 'weddings', 'in', 'volantis', 'last', 'for', 'days', 'you', 'know', 'and', 'they', 'left', 'me', 'with', 'my', 'little', 'brother', 'the', 'second', 'afternoon', 'they', 'were', 'gone', 'was', 'the', 'hottest', 'day', 'in', 'the', 'threeyear', 'summer', 'we', 'could', 'not', 'bear', 'to', 'be', 'inside', 'so', 'we', 'ran', 'down', 'to', 'the', 'rhoyne', 'every', 'child', 'in', 'volantis', 'was', 'in', 'the', 'rhoyne', 'that', 'day', 'the', 'rich', 'the', 'poor', 'we', 'were', 'all', 'there', 'naked', 'screaming', 'racing', 'to', 'the', 'little', 'islands', 'drummers', 'were', 'playing', 'for', 'coppers', 'on', 'the', 'east', 'bank', 'i', 'was', 'treading', 'water', 'talking', 'to', 'a', 'friend', 'when', 'i', 'realized', 'i', 'had', 'not', 'seen', 'my', 'brother', 'i', 'called', 'his', 'name', 'then', 'i', 'started', 'screaming', 'his', 'name', 'and', 'then', 'i', 'saw', 'him', 'floating', 'face', 'down', 'my', 'heart', 'just', 'stopped', 'i', 'was', 'i', 'dragged', 'him', 'from', 'the', 'water', 'my', 'friend', 'helped', 'me', 'i', 'think', 'i', 'do', 'not', 'even', 'remember', 'he', 'was', 'so', 'little', 'then', 'we', 'pulled', 'him', 'onto', 'the', 'riverbank', 'and', 'i', 'screamed', 'at', 'him', 'and', 'i', 'shook', 'him', 'and', 'he', 'was', 'dead', 'just', 'dead', 'a', 'man', 'ran', 'over', 'he', 'had', 'a', 'fish', 'tattoo', 'on', 'his', 'face', 'in', 'volantis', 'the', 'slaves', 'have', 'tattoos', 'so', 'you', 'know', 'what', 'they', 'are', 'without', 'having', 'to', 'talk', 'to', 'them', 'and', 'this', 'man', 'worked', 'on', 'a', 'fishing', 'boat', 'and', 'he', 'pushed', 'me', 'out', 'of', 'the', 'way', 'you', 'have', 'to', 'understand', 'for', 'a', 'slave', 'to', 'push', 'a', 'highborn', 'girl', 'that', 'is', 'death', 'for', 'the', 'man', 'a', 'terrible', 'death', 'but', 'he', 'pushed', 'me', 'out', 'of', 'the', 'way', 'and', 'he', 'started', 'pressing', 'on', 'my', 'brothers', 'chest', 'again', 'and', 'again', 'and', 'again', 'until', 'my', 'brother', 'spat', 'out', 'half', 'of', 'the', 'rhoyne', 'and', 'cried', 'out', 'and', 'the', 'man', 'cradled', 'his', 'head', 'and', 'told', 'him', 'to', 'be', 'calm', 'i', 'decided', 'two', 'things', 'that', 'day', 'i', 'would', 'not', 'waste', 'my', 'years', 'planning', 'dances', 'and', 'masquerades', 'with', 'the', 'other', 'noble', 'ladies', 'and', 'when', 'i', 'came', 'of', 'age', 'i', 'would', 'never', 'live', 'in', 'a', 'slave', 'city', 'again', 'i', 'am', 'sorry', 'your', 'grace', 'you', 'told', 'me', 'of', 'your', 'problems', 'and', 'i', 'have', 'blathered', 'on']","['twelve', 'mother', 'father', 'went', 'wedding', 'weddings', 'volantis', 'last', 'days', 'know', 'left', 'little', 'brother', 'second', 'afternoon', 'gone', 'hottest', 'day', 'threeyear', 'summer', 'could', 'bear', 'inside', 'ran', 'rhoyne', 'every', 'child', 'volantis', 'rhoyne', 'day', 'rich', 'poor', 'naked', 'screaming', 'racing', 'little', 'islands', 'drummers', 'playing', 'coppers', 'east', 'bank', 'treading', 'water', 'talking', 'friend', 'realized', 'seen', 'brother', 'called', 'name', 'started', 'screaming', 'name', 'saw', 'floating', 'face', 'heart', 'stopped', 'dragged', 'water', 'friend', 'helped', 'think', 'even', 'remember', 'little', 'pulled', 'onto', 'riverbank', 'screamed', 'shook', 'dead', 'dead', 'man', 'ran', 'fish', 'tattoo', 'face', 'volantis', 'slaves', 'tattoos', 'know', 'without', 'talk', 'man', 'worked', 'fishing', 'boat', 'pushed', 'way', 'understand', 'slave', 'push', 'highborn', 'girl', 'death', 'man', 'terrible', 'death', 'pushed', 'way', 'started', 'pressing', 'brothers', 'chest', 'brother', 'spat', 'half', 'rhoyne', 'cried', 'man', 'cradled', 'head', 'told', 'calm', 'decided', 'two', 'things', 'day', 'would', 'waste', 'years', 'planning', 'dances', 'masquerades', 'noble', 'ladies', 'came', 'age', 'would', 'never', 'live', 'slave', 'city', 'sorry', 'grace', 'told', 'problems', 'blathered']","['twelve', 'mother', 'father', 'went', 'wedding', 'wedding', 'volantis', 'last', 'day', 'know', 'left', 'little', 'brother', 'second', 'afternoon', 'gone', 'hottest', 'day', 'threeyear', 'summer', 'could', 'bear', 'inside', 'ran', 'rhoyne', 'every', 'child', 'volantis', 'rhoyne', 'day', 'rich', 'poor', 'naked', 'screaming', 'racing', 'little', 'island', 'drummer', 'playing', 'copper', 'east', 'bank', 'treading', 'water', 'talking', 'friend', 'realized', 'seen', 'brother', 'called', 'name', 'started', 'screaming', 'name', 'saw', 'floating', 'face', 'heart', 'stopped', 'dragged', 'water', 'friend', 'helped', 'think', 'even', 'remember', 'little', 'pulled', 'onto', 'riverbank', 'screamed', 'shook', 'dead', 'dead', 'man', 'ran', 'fish', 'tattoo', 'face', 'volantis', 'slave', 'tattoo', 'know', 'without', 'talk', 'man', 'worked', 'fishing', 'boat', 'pushed', 'way', 'understand', 'slave', 'push', 'highborn', 'girl', 'death', 'man', 'terrible', 'death', 'pushed', 'way', 'started', 'pressing', 'brother', 'chest', 'brother', 'spat', 'half', 'rhoyne', 'cried', 'man', 'cradled', 'head', 'told', 'calm', 'decided', 'two', 'thing', 'day', 'would', 'waste', 'year', 'planning', 'dance', 'masquerade', 'noble', 'lady', 'came', 'age', 'would', 'never', 'live', 'slave', 'city', 'sorry', 'grace', 'told', 'problem', 'blathered']", twelve mother father went wedding wedding volantis last day know left little brother second afternoon gone hottest day threeyear summer could bear inside ran rhoyne every child volantis rhoyne day rich poor naked screaming racing little island drummer playing copper east bank treading water talking friend realized seen brother called name started screaming name saw floating face heart stopped dragged water friend helped think even remember little pulled onto riverbank screamed shook dead dead man ran fish tattoo face volantis slave tattoo know without talk man worked fishing boat pushed way understand slave push highborn girl death man terrible death pushed way started pressing brother chest brother spat half rhoyne cried man cradled head told calm decided two thing day would waste year planning dance masquerade noble lady came age would never live slave city sorry grace told problem blathered,"{'neg': 0.244, 'neu': 0.648, 'pos': 0.109, 'compound': -0.9697}",-0.9697,0.0005128629332450988,0.0004885444743935312,0.0003782279801756369,0.0003940574327384728
